idpeople,surname,first,name,studied_under,title,idcongregation,year_est,congregation_name,rite,year_start,year_end,source_location,sourceX,sourceY,source_region,target_location,targetX,targetY,target_region,people_notes,rabbi_notes,cit_short,pg
59,Bosquila,Aaron,Aaron Bosquila,,Emissary,9,1651,Mikve Israel,sephardic,1774,1774,"New York, United States",40.7127753,-74.0059728,North America,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"Rabbi, visited Newport in June 1774; Also NY in 1774, then sailed to Curacao July 1774 [cit 22 171]","from S.I. minute books, sent him to Curacao, July 25, 1774","Emmanuel and Emmanuel, 1970",171
60,Calveres,[Rabbi],[Rabbi] Calveres,,Emissary,24,1758,Jeshuat Israel,sephardic,1788,1788,,,,,"Newport, United States",41.4901024,-71.3128285,North America,"visited Newport in 1788, see Moses Seixas' tsedaka records 5548 (email from Mary Jo Valdes)",visiting,,
73,Nieto,Isaac,Isaac Nieto,,,14,1656,Sha'ar Hashamayim,sephardic,1733,1741,"London, England",51.5073509,-0.1277583,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,"1733 Bevis Marks hakhan, London",,,
73,Nieto,Isaac,Isaac Nieto,,,23,1749,Shaar Hashamayim,sephardic,1749,1751,"London, England",51.5073509,-0.1277583,Western Europe,"Gibraltar, United Kingdom",36.140751,-5.353585,Southern Europe,"1733 Bevis Marks hakhan, London",,,
79,Seixas,Gershom Mendes,Gershom Mendes Seixas,234,,,,,,,,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,"Brother of Moses Seixas, hazzan of Shearith Israel","Born in NY, probably educated under Joseph Jessurun Pinto",,
79,Seixas,Gershom Mendes,Gershom Mendes Seixas,,hazzan,19,1654,Shearith Israel,sephardic,1768,1776,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,"Brother of Moses Seixas, hazzan of Shearith Israel",,"de Sola Pool, 1955",502
79,Seixas,Gershom Mendes,Gershom Mendes Seixas,,,26,1740,Mikveh Israel,sephardic,1780,1784,"New York, United States",40.7127753,-74.0059728,North America,"Philadelphia, United States",39.9525839,-75.1652215,North America,"Brother of Moses Seixas, hazzan of Shearith Israel",,,
79,Seixas,Gershom Mendes,Gershom Mendes Seixas,,hazzan,19,1654,Shearith Israel,sephardic,1784,1816,"Philadelphia, United States",39.9525839,-75.1652215,North America,"New York, United States",40.7127753,-74.0059728,North America,"Brother of Moses Seixas, hazzan of Shearith Israel",,"de Sola Pool, 1955",502
85,Pardo,Joseph,Joseph Pardo,,,,,,,,1597,"Salonica, Greece",40.6400629,22.9444191,Southern Europe,"Salonica, Greece",40.6400629,22.9444191,Southern Europe,"rabbi came to amsterdam from Mediterranean; Venice, Amst, Salonika, Ottoman Empire",,,
85,Pardo,Joseph,Joseph Pardo,,,1,1602,Beth Jacob,sephardic,1597,1619,"Salonica, Greece",40.6400629,22.9444191,Southern Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"rabbi came to amsterdam from Mediterranean; Venice, Amst, Salonika, Ottoman Empire",,,
87,Abbady,Israel,Israel Abbady,,,7,1654,Nidhe Israel,sephardic,1772,1794,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,,,,
88,Abendana,[Rabbi],[Rabbi] Abendana,,,7,1654,Nidhe Israel,sephardic,1809,1813,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,Barbados Rabbi 1809-1813,,,
91,Athias,David Israel,David Israel Athias,,,4,1638,Talmud Torah,sephardic,1728,1753,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
92,Ayllon,Solomon Judah,Solomon Judah Ayllon,,,,,,,1664,,"Salonica, Greece",40.6400629,22.9444191,Southern Europe,"Salonica, Greece",40.6400629,22.9444191,Southern Europe,,,,
92,Ayllon,Solomon Judah,Solomon Judah Ayllon,,,,,,,1688,,"Salonica, Greece",40.6400629,22.9444191,Southern Europe,"Livorno, Italy",43.55,10.316667,Western Europe,,In Leghorn for unknown period,,
92,Ayllon,Solomon Judah,Solomon Judah Ayllon,,,4,1638,Talmud Torah,sephardic,1688,1689,"Livorno, Italy",43.55,10.316667,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
92,Ayllon,Solomon Judah,Solomon Judah Ayllon,,,14,1656,Sha'ar Hashamayim,sephardic,1689,1700,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,,,,
92,Ayllon,Solomon Judah,Solomon Judah Ayllon,,,4,1638,Talmud Torah,sephardic,1708,1728,"London, England",51.5073509,-0.1277583,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
93,Belasco,Moses,Moses Belasco,,,7,1654,Nidhe Israel,sephardic,1824,1834,,,,,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,,,,
94,Aroyo,Moses ben,Moses ben Aroyo,,,1,1602,Beth Jacob,sephardic,1597,1616,,,,,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,left for constantinople,,
95,Joshua,Abraham ben,Abraham ben Joshua,,,46,1635,High German,ashkenazi,,1678,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,3rd rabbi of amsterdam ashkenazim,amsterdam ashkenazi,,
96,Joshua,Isaac ben,Isaac ben Joshua,,,46,1635,High German,ashkenazi,,,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,2nd rabbi of amsterdam ashkenazim,"amsterdam ashkenazi, preceded idpeople: 95",,
99,Carvalho,Emanuel Nunes,Emanuel Nunes Carvalho,,,,,,,1771,1798,"London, England",51.5073509,-0.1277583,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,,"born in London 1771, 1798 at 27 went to Barbados to be religious leader of Nidhe Israel, gave up position in 1806 and came to NY (pg 430, says he came to NY from Charleston in 1808 where hed been Hazzan)",,
99,Carvalho,Emanuel Nunes,Emanuel Nunes Carvalho,,,7,1654,Nidhe Israel,sephardic,1798,1806,"London, England",51.5073509,-0.1277583,Western Europe,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,,,,
99,Carvalho,Emanuel Nunes,Emanuel Nunes Carvalho,,hazzan,27,1749,Beth Elohim,sephardic,1806,1808,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,"Charleston, United States",32.7764749,-79.9310512,North America,,,,
99,Carvalho,Emanuel Nunes,Emanuel Nunes Carvalho,,,19,1654,Shearith Israel,sephardic,1808,,"Charleston, United States",32.7764749,-79.9310512,North America,"New York, United States",40.7127753,-74.0059728,North America,,,,
102,Azevedo,Moses Cohen de,Moses Cohen de Azevedo,,,14,1656,Sha'ar Hashamayim,sephardic,1761,1784,,,,,"London, England",51.5073509,-0.1277583,Western Europe,London Haham; m. Lon 12 Nov 1749 Sara de Haham Moses Gomes de Mesquita; m. Lon 23 Feb 1758 Sara de Abraham Henriques Farro,,,
104,Azevedo,Daniel de,Daniel de Azevedo,,,4,1638,Talmud Torah,sephardic,1792,1823,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
105,Azevedo,David Acohen de,David Acohen de Azevedo,,,4,1638,Talmud Torah,sephardic,1782,1792,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
106,Britto,Isaac Hayyim Abendana de,Isaac Hayyim Abendana de Britto,,,4,1638,Talmud Torah,sephardic,1728,1760,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
109,Fonseca,David Raphael Lopez de,David Raphael Lopez de Fonseca,,,9,1651,Mikve Israel,sephardic,1683,1707,,,,,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"hazzan, rubi, curacao",,,
111,Mesquita,Moses Gomez de,Moses Gomez de Mesquita,,,14,1656,Sha'ar Hashamayim,sephardic,1744,1751,"London, England",51.5073509,-0.1277583,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,London Haham,,,
112,Oliveyra,Solomon de,Solomon de Oliveyra,,,4,1638,Talmud Torah,sephardic,1698,1708,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
113,Pine,David Sarfaty de,David Sarfaty de Pine,,,7,1654,Nidhe Israel,sephardic,1794,1797,,,,,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,,,,
114,Halevi,Uri ben Joseph,Uri ben Joseph Halevi,,,1,1602,Beth Jacob,sephardic,1604,,,,,,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"first rabbi in Amserdam, 1604",,,
118,Julian,Moses H.,Moses H. Julian,,,7,1654,Nidhe Israel,sephardic,1819,1829,,,,,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,,,,
123,Lousado,Daniel Baruch,Daniel Baruch Lousado,,,7,1654,Nidhe Israel,sephardic,1772,1772,,,,,"Bridgetown, Barbados",13.0968511,-59.6144819,Caribbean,,,,
126,Meldola,Raphael,Raphael Meldola,,,14,1656,Sha'ar Hashamayim,sephardic,1805,1828,,,,,"London, England",51.5073509,-0.1277583,Western Europe,"haham bevis marks, 1805",,,
128,Mortiera,Saul Levi,Saul Levi Mortiera,,,,,,,,,,,,,"Venice, Italy",45.4930475,12.4177003,Southern Europe,,,,
128,Mortiera,Saul Levi,Saul Levi Mortiera,,,1,1602,Beth Jacob,sephardic,1616,1638,"Venice, Italy",45.4930475,12.4177003,Southern Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
128,Mortiera,Saul Levi,Saul Levi Mortiera,,,4,1638,Talmud Torah,sephardic,1638,1660,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
133,Pardo,David,David Pardo,,,,,,,,,,,,,"Salonica, Greece",40.6400629,22.9444191,Southern Europe,"Rabbi, Amst, son of Joseph Pardo, married Rachel Sanchez",,,
133,Pardo,David,David Pardo,,,3,1618,Beth Israel,sephardic,1618,1638,"Salonica, Greece",40.6400629,22.9444191,Southern Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Rabbi, Amst, son of Joseph Pardo, married Rachel Sanchez",,,
133,Pardo,David,David Pardo,,,4,1638,Talmud Torah,sephardic,1638,1657,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Rabbi, Amst, son of Joseph Pardo, married Rachel Sanchez",,,
134,Pardo,David,David Pardo,,,,,,,,,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,Suriname Rabbi,,,
134,Pardo,David,David Pardo,,,13,1685,Berakha ve Shalom,sephardic,1685,1713,"London, England",51.5073509,-0.1277583,Western Europe,"Jodensavanne, Suriname",5.417798,-54.964218,South America,Suriname Rabbi,,,
136,Salem,Solomon,Solomon Salem,,,4,1638,Talmud Torah,sephardic,1762,1781,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,,,,
137,Tardiola,Samuel,Samuel Tardiola,,,3,1618,Beth Israel,sephardic,1619,,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,Left Amsterdam for Jerusalem in,left for jerusalem,,
139,Touro,Isaac,Isaac Touro,,,,,,,,,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,m. Reyna Malcha Hays Jun 1773,,,
139,Touro,Isaac,Isaac Touro,,hazzan,16,1693,Shaar Ha Shamaim,sephardic,1751,1760,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Kingston, Jamaica",18.0178743,-76.8099041,Caribbean,m. Reyna Malcha Hays Jun 1773,,"Andrade, 1941",51
139,Touro,Isaac,Isaac Touro,,,24,1758,Jeshuat Israel,sephardic,1760,1776,"Kingston, Jamaica",18.0178743,-76.8099041,Caribbean,"Newport, United States",41.4901024,-71.3128285,North America,m. Reyna Malcha Hays Jun 1773,came from Jamaica,"Andrade, 1941",51
139,Touro,Isaac,Isaac Touro,,hazzan,19,1654,Shearith Israel,sephardic,1780,1780,"Newport, United States",41.4901024,-71.3128285,North America,"New York, United States",40.7127753,-74.0059728,North America,m. Reyna Malcha Hays Jun 1773,,"de Sola Pool, 1955",502
141,Wahl,Moses,Moses Wahl,,,46,1635,High German,ashkenazi,1635,,,,,,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,first rabbi of Amsterdam ashkenazi,1st ashkenazi rabbi amsterdam,,
156,Fonseca,Moses Hezekiah Lopez de,Moses Hezekiah Lopez de Fonseca,21,,,,,,,,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"NY Hazzan, Curacao after 1736","From Curacao, Father was Hazan in Curacao",,
156,Fonseca,Moses Hezekiah Lopez de,Moses Hezekiah Lopez de Fonseca,,hazzan,19,1654,Shearith Israel,sephardic,1726,1736,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"New York, United States",40.7127753,-74.0059728,North America,"NY Hazzan, Curacao after 1736",,"de Sola Pool, 1955",502
156,Fonseca,Moses Hezekiah Lopez de,Moses Hezekiah Lopez de Fonseca,,hazzan,9,1651,Mikve Israel,sephardic,1736,1752,"New York, United States",40.7127753,-74.0059728,North America,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"NY Hazzan, Curacao after 1736",,"Stern, 1991",178
159,Lucena,Abraham Haim de,Abraham Haim de Lucena,,hazzan,19,1654,Shearith Israel,sephardic,1682,1725,,,,,"New York, United States",40.7127753,-74.0059728,North America,,question on start date,"de Sola Pool, 1955",502
165,Silva,Isaac Cohen da,Isaac Cohen da Silva,,hazzan,19,1654,Shearith Israel,sephardic,1757,1758,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,ny hazzan,,"de Sola Pool, 1955",502
165,Silva,Isaac Cohen da,Isaac Cohen da Silva,,hazzan,19,1654,Shearith Israel,sephardic,1766,1768,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,ny hazzan,,"de Sola Pool, 1955",502
213,Machado,David Mendes,David Mendes Machado,,hazzan,19,1654,Shearith Israel,sephardic,1736,1747,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,"ny hazzan, marries Sipora/Zipra Nunes Ribeiro, daughter of Dr. Samuel Nunes Ribeiro; https://doi.org/10.1093/ref:odnb/71428",,"de Sola Pool, 1955",502
229,Pardo,Saul,Saul Pardo,,,,,,,,,,,,,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,NY Hazzan,,,
229,Pardo,Saul,Saul Pardo,,hazzan,19,1654,Shearith Israel,sephardic,1655,1682,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"New York, United States",40.7127753,-74.0059728,North America,NY Hazzan,,"de Sola Pool, 1955",502
230,Peixotto,Moses Levi Maduro,Moses Levi Maduro Peixotto,,,,,,,,,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,ny hazzan after Seixas,Born in Curacao,,
230,Peixotto,Moses Levi Maduro,Moses Levi Maduro Peixotto,,hazzan,19,1654,Shearith Israel,sephardic,1816,1828,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"New York, United States",40.7127753,-74.0059728,North America,ny hazzan after Seixas,,"de Sola Pool, 1955",502
231,Pereira,Benjamin,Benjamin Pereira,,hazzan,19,1654,Shearith Israel,sephardic,1748,1757,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,ny hazzan,,"de Sola Pool, 1955",502
234,Pinto,Joseph Jessurun,Joseph Jessurun Pinto,,hazzan,19,1654,Shearith Israel,sephardic,1758,1766,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,ny hazzan,,"de Sola Pool, 1955",502
239,Seixas,Isaac Benjamin,Isaac Benjamin Seixas,,hazzan,19,1654,Shearith Israel,sephardic,1828,1839,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,married Rebecca Judah 31 May 1806,,"de Sola Pool, 1955",502
247,Wolf,Benjamin,Benjamin Wolf,,hazzan,19,1654,Shearith Israel,sephardic,1720,1726,"New York, United States",40.7127753,-74.0059728,North America,"New York, United States",40.7127753,-74.0059728,North America,,,,
249,Cohen,Jacob Raphael,Jacob Raphael Cohen,,,,,,,,,,,,,"London, England",51.5073509,-0.1277583,Western Europe,"ny hazzan late 17th, Montreal, Philadelphia; married Rebecca Luria Lon 1764",Educated in London,,
249,Cohen,Jacob Raphael,Jacob Raphael Cohen,,,31,1768,Shearith Israel,ashkenazi,1778,1782,"London, England",51.5073509,-0.1277583,Western Europe,"Montreal, Canada",45.5016889,-73.567256,North America,"ny hazzan late 17th, Montreal, Philadelphia; married Rebecca Luria Lon 1764",Reccomended by London congregation,,
249,Cohen,Jacob Raphael,Jacob Raphael Cohen,,hazzan,19,1654,Shearith Israel,sephardic,1782,1784,"Montreal, Canada",45.5016889,-73.567256,North America,"New York, United States",40.7127753,-74.0059728,North America,"ny hazzan late 17th, Montreal, Philadelphia; married Rebecca Luria Lon 1764",,"de Sola Pool, 1955",502
249,Cohen,Jacob Raphael,Jacob Raphael Cohen,,,26,1740,Mikveh Israel,sephardic,1784,1811,"New York, United States",40.7127753,-74.0059728,North America,"Philadelphia, United States",39.9525839,-75.1652215,North America,"ny hazzan late 17th, Montreal, Philadelphia; married Rebecca Luria Lon 1764",,,
283,Abendana,Jacob [de Joseph],Jacob [de Joseph] Abendana,,,,,,,,1655,,,,,"Rotterdam, Netherlands",51.916667,4.5,Western Europe,London Haham,Studied at the De Los Pintos school,,
283,Abendana,Jacob [de Joseph],Jacob [de Joseph] Abendana,,,4,1638,Talmud Torah,sephardic,1655,1680,"Rotterdam, Netherlands",51.916667,4.5,Western Europe,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,London Haham,,,
283,Abendana,Jacob [de Joseph],Jacob [de Joseph] Abendana,,,14,1656,Sha'ar Hashamayim,sephardic,1680,1685,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,London Haham,,,
315,Athias,Moseh Israel,Moseh Israel Athias,,,,,,,,,,,,,"Hamburg, Germany",53.551085,9.993682,Western Europe,"Rabbi Creechuch, cousin of Carvajal",,,
315,Athias,Moseh Israel,Moseh Israel Athias,,,14,1656,Sha'ar Hashamayim,sephardic,1656,1665,"Hamburg, Germany",53.551085,9.993682,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,"Rabbi Creechuch, cousin of Carvajal",,,
384,Hart,Aaron,Aaron Hart,,rabbi,43,1690,Great Synagogue,ashkenazi,1704,1757,,,,,"London, England",51.5073509,-0.1277583,Western Europe,"brother to Moses Hart, first Rabbi of Ashkenazi congregation in London",,"Renton, 2000",36
559,Jesurun,Raphael,Raphael Jesurun,92,,,,,,,1717,,,,,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Haham of Mikve Israel during syn dedication, 1730","Ets Haim Seminary in Amsterdam at time run by Rabbi Selomoh Aelyon, him and cong leaders selected Rabbi Rephael Jesurun to go to Curacao",,
559,Jesurun,Raphael,Raphael Jesurun,,haham,9,1651,Mikve Israel,sephardic,1717,1748,"Amsterdam, Netherlands",52.3702157,4.8951679,Western Europe,"Willemstad, Curacao",12.1047416,-68.9326698,Caribbean,"Haham of Mikve Israel during syn dedication, 1730",haham when 1730 syn dedicated,,
562,Loeb,R. Yehudah,R. Yehudah Loeb,,rabbi,43,1690,Great Synagogue,ashkenazi,1696,1700,,,,,"London, England",51.5073509,-0.1277583,Western Europe,"first rabbi of London Great Syn, 1700 became rabbi in Rotterdam, lived in Amsterdam before coming to London, as his son Eliezer Levi Hamburger was born in Amsterdam around 1660, and married in Amsterdam in 1682. Native of Hamburg",Left Spring 1700 for Rotterdam,"Roth, 1950",30
563,Mosheh,Aharon ben,Aharon ben Mosheh,,interim rabbi,43,1690,Great Synagogue,ashkenazi,1700,1704,"London, England",51.5073509,-0.1277583,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,"second rabbi, Great Syn London, lived on Shoemaker's Row","Had previously been Rabbi in Dublin, was there in 1703","Prager, 2011",16
565,Leib,Jehuda,Jehuda Leib,,hazzan,43,1690,Great Synagogue,ashkenazi,1690,1706,"London, England",51.5073509,-0.1277583,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,"Hazzan of Great Syn London, 1690-1706",,"Renton, 2000",37
566,Mendel,Menachem,Menachem Mendel,,hazzan,43,1690,Great Synagogue,ashkenazi,1706,,"London, England",51.5073509,-0.1277583,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,"Hazzan Great Syn London, 1706",,"Renton, 2000",37
572,Polack,Isaac,Isaac Polack,,hazzan,43,1690,Great Synagogue,ashkenazi,1746,1802,"London, England",51.5073509,-0.1277583,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,"hazzan Great Syn London, 1746-1802",,"Renton, 2000",37
580,Schiff,David Tevele,David Tevele Schiff,,rabbi,43,1690,Great Synagogue,ashkenazi,1765,1792,"London, England",51.5073509,-0.1277583,Western Europe,"London, England",51.5073509,-0.1277583,Western Europe,Rabbi of Great Syn London,,"Renton, 2000",36
596,Lopez,Abraham Rodiques,Abraham Rodiques Lopez,,hazzan,15,1692,Neve Shalom,sephardic,1773,,,,,,"Spanish Town, Jamaica",18.0193171,-76.9758274,Caribbean,"Hazan of Spanish Town Neve Shalom congregation, as noted on his wife's tombstone from 1773, Kingston",Dont know start/end just that he held position in 1773,"Andrade, 1941",43
597,Lara,Mosseh Cohen de,Mosseh Cohen de Lara,,haham,16,1693,Shaar Ha Shamaim,sephardic,1713,1748,,,,,"Kingston, Jamaica",18.0178743,-76.8099041,Caribbean,"Hahan of Kingston Syn, naturlizaed in Port Royal, 20 June 1726, had 3467 acres of land in parish of St James",period of service obtained from epitaph on tombstone,"Andrade, 1941",51
598,Penha,Jahacob de la,Jahacob de la Penha,,haham,16,1693,Shaar Ha Shamaim,sephardic,1734,1751,,,,,"Kingston, Jamaica",18.0178743,-76.8099041,Caribbean,Kingston Jamaica Haham,period of service from tombstone,"Andrade, 1941",51
601,Silva,Samuel Gomes,Samuel Gomes Silva,,rabbi,16,1693,Shaar Ha Shamaim,sephardic,1760,1762,,,,,"Kingston, Jamaica",18.0178743,-76.8099041,Caribbean,"Rabbi Kingston Jamaica, 1760-1762, buried cemetary in North Street, Kingston",,"Andrade, 1941",51
602,Salome,Aaron,Aaron Salome,,hazzan,16,1693,Shaar Ha Shamaim,sephardic,1783,1789,,,,,"Kingston, Jamaica",18.0178743,-76.8099041,Caribbean,"Kingston Hazan, buried North Street Cemetery Kingston",,"Andrade, 1941",51
603,Azevedo,Raphael Cohen de,Raphael Cohen de Azevedo,,hazzan,16,1693,Shaar Ha Shamaim,sephardic,1789,1807,,,,,"Kingston, Jamaica",18.0178743,-76.8099041,Caribbean,Kingston Hazan,,"Andrade, 1941",52
604,Lyon (Leoni),Myer,Myer Lyon (Leoni),,,43,1690,Great Synagogue,ashkenazi,1767,1788,,,,,"London, England",51.5073509,-0.1277583,Western Europe,"kingston german congra hazan, famous singer in england, performed Great Synagogue https://en.wikipedia.org/wiki/Myer_Lyon",started as meshorrer (chorister) under Isaac Polack,"Roth, 1950",
604,Lyon (Leoni),Myer,Myer Lyon (Leoni),572,hazzan,36,1787,Shaangare Yosher,ashkenazi,1789,1796,"London, England",51.5073509,-0.1277583,Western Europe,"Kingston, Jamaica",18.0178743,-76.8099041,Caribbean,"kingston german congra hazan, famous singer in england, performed Great Synagogue https://en.wikipedia.org/wiki/Myer_Lyon","probabtion status when synagogue opened, Sept 1789","Andrade, 1941",55
